work_id,mp_id,constituency_id,state,district,constituency,block,village_or_urban_area,sector,sub_sector,work_type,work_description,recommended_amount,technical_estimate_amount,administrative_approval_amount,sanctioned_amount,released_amount,actual_expenditure,work_start_date,sanction_date,expected_completion_date,actual_completion_date,physical_progress_percent,financial_progress_percent,number_of_payments,first_payment_date,last_payment_date,implementing_agency_id,contractor_id,latitude,longitude,number_of_progress_updates,inspection_count
MPL-WORK-20249291,MP-250,CON-8664,Maharashtra,Maharashtra_Dist_5,Maharashtra_Const_9,Block-12,Village-46,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-46, Block-12, Maharashtra_Dist_5",3339373,3281604.2,3261050.77,3261050.77,3271982.59,3156893.84,2022-11-28,2022-10-14,2023-09-12,2023-11-05,100.0,96.81,2,2022-12-15,2023-12-08,AGENCY-097,CONT-0419,21.250709,73.847134,11,4
MPL-WORK-20249292,MP-390,CON-6961,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_3,Block-15,Village-4,Electricity,Street Lights,Procurement,"Street Lights at Village-4, Block-15, Uttar Pradesh_Dist_5",10095436,10932791.94,10902608.81,10902608.81,11081124.49,10662126.9,2024-11-09,2024-09-29,2026-02-24,2026-04-22,100.0,97.79,4,2024-11-11,2026-04-27,AGENCY-230,CONT-0318,24.110207,84.112147,12,3
MPL-WORK-20249293,MP-549,CON-9236,Bihar,Bihar_Dist_1,Bihar_Const_3,Block-17,Village-98,Infrastructure,Community Hall,Construction,"Community Hall at Village-98, Block-17, Bihar_Dist_1",18953474,18522364.44,18406096.91,18406096.91,8707424.86,7687659.1,2022-08-09,2022-07-07,2023-08-07,,42.91,41.77,2,2022-08-09,2023-02-25,AGENCY-162,CONT-0222,23.535676,76.37286,7,2
MPL-WORK-20249294,MP-465,CON-2338,Bihar,Bihar_Dist_5,Bihar_Const_5,Block-7,Village-41,Infrastructure,Village Road,Construction,"Village Road at Village-41, Block-7, Bihar_Dist_5",13297452,13471874.2,13401009.3,13401009.3,3197737.32,3015632.28,2022-08-24,2022-07-04,2023-08-06,,4.33,22.5,9,2022-09-14,2022-12-01,AGENCY-095,CONT-0818,11.710267,75.920213,1,1
MPL-WORK-20249295,MP-588,CON-4073,West Bengal,West Bengal_Dist_5,West Bengal_Const_1,Block-20,Village-86,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-86, Block-20, West Bengal_Dist_5",2694251,2923559.66,2915290.43,2915290.43,436264.62,23074.79,2024-11-13,2024-09-07,2025-06-13,,4.4,0.79,1,2024-11-27,2025-07-04,AGENCY-245,CONT-0574,20.53802,70.0863,1,2
MPL-WORK-20249296,MP-275,CON-1840,Gujarat,Gujarat_Dist_2,Gujarat_Const_3,Block-16,Village-45,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-45, Block-16, Gujarat_Dist_2",15269576,16490557.45,16451007.85,16451007.85,7072373.66,6112290.01,2022-12-16,2022-11-17,2023-06-19,,29.14,37.15,2,2023-01-09,2023-01-28,AGENCY-088,CONT-0066,26.782058,80.939039,2,1
MPL-WORK-20249297,MP-557,CON-6494,Rajasthan,Rajasthan_Dist_4,Rajasthan_Const_2,Block-17,Village-77,Infrastructure,Community Hall,Construction,"Community Hall at Village-77, Block-17, Rajasthan_Dist_4",23268920,23940009.87,23573675.5,23573675.5,23661573.3,23340681.88,2024-04-16,2024-02-17,2025-06-13,2025-08-27,100.0,99.01,10,2024-04-27,2025-10-06,AGENCY-221,CONT-0911,25.77365,86.572872,13,1
MPL-WORK-20249298,MP-903,CON-5138,Uttar Pradesh,Uttar Pradesh_Dist_2,Uttar Pradesh_Const_5,Block-10,Village-88,Education,Construction of School Building,Construction,"Construction of School Building at Village-88, Block-10, Uttar Pradesh_Dist_2",9511055,9192554.86,9017538.62,9017538.62,1899656.65,1660035.66,2022-06-13,2022-03-23,2023-06-13,,20.45,18.41,4,2022-06-22,2022-11-11,AGENCY-115,CONT-0463,16.335927,77.845148,2,0
MPL-WORK-20249299,MP-236,CON-8310,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_9,Block-9,Village-72,Electricity,Street Lights,Procurement,"Street Lights at Village-72, Block-9, Tamil Nadu_Dist_1",761431,785901.79,785581.94,785581.94,809472.6,780447.93,2023-02-23,2023-01-01,2024-04-26,2024-06-06,100.0,99.35,7,2023-02-23,2024-07-11,AGENCY-206,CONT-0314,22.014101,80.66236,11,3
MPL-WORK-20249300,MP-967,CON-1309,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_5,Block-16,Village-47,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-47, Block-16, Rajasthan_Dist_2",17651518,17798958.13,17730667.02,17730667.02,4007387.83,1861788.65,2022-03-02,2022-01-21,2022-09-15,,5.65,10.5,7,2022-03-09,2022-11-16,AGENCY-294,CONT-0035,17.454518,85.715654,1,1
MPL-WORK-20249301,MP-684,CON-6494,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_2,Block-12,Village-48,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-48, Block-12, Rajasthan_Dist_2",17350616,19011750.38,18658138.99,18658138.99,18804807.06,18315686.5,2022-03-08,2022-01-28,2023-03-20,2023-04-01,100.0,98.16,8,2022-03-17,2023-04-13,AGENCY-246,CONT-0592,18.878412,71.036668,13,1
MPL-WORK-20249302,MP-296,CON-9320,Karnataka,Karnataka_Dist_4,Karnataka_Const_9,Block-15,Village-34,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-34, Block-15, Karnataka_Dist_4",4775396,4630355.06,4555114.47,4555114.47,1019270.69,361967.2,2023-02-07,2023-01-18,2023-12-27,,8.34,7.95,3,2023-03-03,2023-07-03,AGENCY-178,CONT-0187,20.852995,78.750692,1,3
MPL-WORK-20249303,MP-404,CON-3633,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_7,Block-9,Village-73,Electricity,Solar Panels,Procurement,"Solar Panels at Village-73, Block-9, Andhra Pradesh_Dist_2",3400654,3557029.23,3488859.5,3488859.5,3534193.85,3446309.28,2024-08-13,2024-05-23,2025-09-28,2025-11-06,100.0,98.78,10,2024-08-23,2025-11-15,AGENCY-118,CONT-0907,25.108834,86.689894,13,1
MPL-WORK-20249304,MP-550,CON-4407,Bihar,Bihar_Dist_2,Bihar_Const_2,Block-15,Village-75,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-75, Block-15, Bihar_Dist_2",12476062,11878225.58,11730792.37,11730792.37,1611208.32,2797747.31,2022-06-19,2022-04-16,2023-04-03,,12.43,23.85,4,2022-07-16,2022-10-04,AGENCY-061,CONT-0613,20.372879,87.818693,4,1
MPL-WORK-20249305,MP-593,CON-9994,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_6,Block-5,Village-45,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-45, Block-5, Uttar Pradesh_Dist_4",1049758,1005900.6,1000320.85,1000320.85,103245.93,235845.41,2024-09-17,2024-07-08,2025-10-23,,10.01,23.58,10,2024-10-09,2025-04-15,AGENCY-266,CONT-0267,24.646381,79.931434,4,2
MPL-WORK-20249306,MP-773,CON-1002,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_5,Block-17,Village-72,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-72, Block-17, Maharashtra_Dist_3",9798467,10030750.19,9888827.08,9888827.08,9739910.23,9490438.64,2022-10-25,2022-08-19,2024-01-14,2024-02-13,100.0,95.97,5,2022-11-19,2024-02-25,AGENCY-170,CONT-0753,17.637144,71.333925,10,2
MPL-WORK-20249307,MP-962,CON-9547,West Bengal,West Bengal_Dist_4,West Bengal_Const_9,Block-16,Village-46,Electricity,Solar Panels,Procurement,"Solar Panels at Village-46, Block-16, West Bengal_Dist_4",17520785,18817908.73,18671696.49,18671696.49,12888237.85,12224026.55,2023-05-30,2023-03-23,2024-01-23,,29.3,65.47,4,2023-06-29,2023-12-29,AGENCY-243,CONT-0853,26.214113,79.98211,3,2
MPL-WORK-20249308,MP-440,CON-5011,Bihar,Bihar_Dist_2,Bihar_Const_8,Block-17,Village-6,Electricity,Street Lights,Procurement,"Street Lights at Village-6, Block-17, Bihar_Dist_2",22356000,22330255.68,22205371.5,22205371.5,22791113.58,20330708.63,2023-07-13,2023-06-21,2024-09-28,,59.33,91.56,3,2023-07-20,2024-04-14,AGENCY-261,CONT-0116,13.62105,85.183117,6,4
MPL-WORK-20249309,MP-971,CON-4927,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_6,Block-3,Village-65,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-65, Block-3, Tamil Nadu_Dist_5",18629515,19586308.02,19466376.13,19466376.13,16519757.01,16042555.32,2023-05-29,2023-04-07,2024-07-18,,77.03,82.41,2,2023-06-15,2023-10-24,AGENCY-278,CONT-0553,10.744915,85.612772,10,2
MPL-WORK-20249310,MP-905,CON-6494,Rajasthan,Rajasthan_Dist_4,Rajasthan_Const_2,Block-14,Village-95,Education,Library Setup,Procurement,"Library Setup at Village-95, Block-14, Rajasthan_Dist_4",15093721,15040399.35,14777086.87,14777086.87,9244332.52,8379855.35,2024-08-03,2024-05-24,2025-03-18,,65.39,56.71,6,2024-08-11,2024-10-11,AGENCY-019,CONT-0883,18.563835,75.231791,6,1
MPL-WORK-20249311,MP-635,CON-2792,Gujarat,Gujarat_Dist_2,Gujarat_Const_4,Block-4,Village-59,Education,Construction of School Building,Construction,"Construction of School Building at Village-59, Block-4, Gujarat_Dist_2",20060605,19850992.56,19644962.91,19644962.91,19063224.62,16338021.49,2022-12-23,2022-12-05,2024-03-08,,44.4,83.17,5,2023-01-12,2023-03-26,AGENCY-203,CONT-0435,17.660269,83.62351,6,3
MPL-WORK-20249312,MP-887,CON-8240,Karnataka,Karnataka_Dist_2,Karnataka_Const_5,Block-9,Village-76,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-76, Block-9, Karnataka_Dist_2",14585951,15521351.8,15223681.75,15223681.75,16185362.44,15223681.75,2023-04-22,2023-04-04,2024-03-23,,84.33,100.0,7,2023-04-26,2023-06-26,AGENCY-271,CONT-0967,10.310214,72.476215,10,4
MPL-WORK-20249313,MP-733,CON-1159,Bihar,Bihar_Dist_2,Bihar_Const_1,Block-19,Village-83,Electricity,Solar Panels,Procurement,"Solar Panels at Village-83, Block-19, Bihar_Dist_2",14139305,14742833.64,14539270.19,14539270.19,17051576.86,14539270.19,2023-06-13,2023-05-05,2024-01-04,,78.73,100.0,3,2023-06-24,2023-09-30,AGENCY-014,CONT-0372,14.515212,70.601603,9,3
MPL-WORK-20249314,MP-728,CON-2971,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_6,Block-7,Village-12,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-12, Block-7, Maharashtra_Dist_3",23782288,25455057.58,25323899.46,25323899.46,18763892.22,16216483.6,2022-05-10,2022-04-06,2023-05-20,,68.3,64.04,2,2022-05-27,2022-08-29,AGENCY-006,CONT-0889,13.958092,78.637787,8,2
MPL-WORK-20249315,MP-459,CON-4147,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_3,Block-14,Village-55,Electricity,Street Lights,Procurement,"Street Lights at Village-55, Block-14, Tamil Nadu_Dist_2",14726934,15109750.6,14822403.3,14822403.3,15390704.4,14822403.3,2024-01-15,2023-12-23,2025-01-25,,56.11,100.0,9,2024-02-10,2024-09-01,AGENCY-023,CONT-0656,15.1239,70.841875,8,1
MPL-WORK-20249316,MP-803,CON-9320,Karnataka,Karnataka_Dist_5,Karnataka_Const_9,Block-5,Village-24,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-24, Block-5, Karnataka_Dist_5",9740836,10144308.32,10023633.85,10023633.85,2495998.99,2235715.27,2023-09-06,2023-07-19,2024-03-10,,2.52,22.3,7,2023-09-26,2024-02-25,AGENCY-283,CONT-0423,14.759595,75.035569,0,0
MPL-WORK-20249317,MP-142,CON-7837,West Bengal,West Bengal_Dist_1,West Bengal_Const_2,Block-3,Village-48,Electricity,Solar Panels,Procurement,"Solar Panels at Village-48, Block-3, West Bengal_Dist_1",24358379,24538749.17,24341181.88,24341181.88,12097013.33,10961951.2,2023-01-22,2022-11-28,2023-11-02,,47.19,45.03,3,2023-01-31,2023-07-17,AGENCY-259,CONT-0946,17.60478,72.445226,4,2
MPL-WORK-20249318,MP-814,CON-4284,Maharashtra,Maharashtra_Dist_1,Maharashtra_Const_2,Block-8,Village-32,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-32, Block-8, Maharashtra_Dist_1",20108124,20544582.45,20158649.61,20158649.61,20677436.67,19894402.93,2024-04-07,2024-03-04,2025-05-16,2025-06-07,100.0,98.69,9,2024-05-03,2025-06-25,AGENCY-183,CONT-0500,15.422754,82.386131,10,3
MPL-WORK-20249319,MP-548,CON-6961,Uttar Pradesh,Uttar Pradesh_Dist_2,Uttar Pradesh_Const_3,Block-11,Village-51,Infrastructure,Community Hall,Construction,"Community Hall at Village-51, Block-11, Uttar Pradesh_Dist_2",15683615,15107766.48,14943766.44,14943766.44,15135800.46,14605079.1,2024-01-09,2023-12-22,2024-12-12,2025-02-10,100.0,97.73,2,2024-02-03,2025-03-10,AGENCY-234,CONT-0113,27.142943,86.515596,10,1
MPL-WORK-20249320,MP-238,CON-8514,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_9,Block-3,Village-49,Education,Construction of School Building,Construction,"Construction of School Building at Village-49, Block-3, Andhra Pradesh_Dist_5",12614747,12883410.24,12867138.05,12867138.05,8108196.19,7130209.43,2024-06-28,2024-06-05,2025-04-29,,46.75,55.41,7,2024-07-16,2024-10-16,AGENCY-252,CONT-0160,15.913591,70.526259,4,1
MPL-WORK-20249321,MP-631,CON-1330,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_6,Block-10,Village-95,Infrastructure,Community Hall,Construction,"Community Hall at Village-95, Block-10, Andhra Pradesh_Dist_5",21767549,22850558.98,22542218.66,22542218.66,6655871.68,4616715.22,2024-06-09,2024-04-13,2025-08-31,,4.79,20.48,9,2024-06-24,2024-07-24,AGENCY-135,CONT-0723,22.221218,83.413224,0,2
MPL-WORK-20249322,MP-875,CON-3732,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_9,Block-4,Village-13,Infrastructure,Village Road,Construction,"Village Road at Village-13, Block-4, Madhya Pradesh_Dist_3",9009682,8923972.25,8766285.25,8766285.25,8672050.22,8663659.51,2024-04-06,2024-02-10,2025-08-10,2025-09-16,100.0,98.83,8,2024-04-14,2025-10-09,AGENCY-034,CONT-0693,17.912157,75.012609,12,3
MPL-WORK-20249323,MP-373,CON-5636,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_5,Block-20,Village-18,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-18, Block-20, Madhya Pradesh_Dist_3",8800472,9342546.15,9172334.08,9172334.08,6623697.01,6134199.72,2023-02-26,2023-01-17,2023-12-17,,73.54,66.88,3,2023-03-05,2023-11-01,AGENCY-183,CONT-0206,26.116355,81.687377,7,4
MPL-WORK-20249324,MP-154,CON-8265,Gujarat,Gujarat_Dist_4,Gujarat_Const_6,Block-11,Village-13,Infrastructure,Community Hall,Construction,"Community Hall at Village-13, Block-11, Gujarat_Dist_4",20944450,22043184.68,22003219.5,22003219.5,3188697.96,3122061.79,2024-01-06,2023-10-23,2025-04-03,,24.03,14.19,4,2024-01-27,2024-05-24,AGENCY-211,CONT-0075,26.972998,79.056214,3,1
MPL-WORK-20249325,MP-386,CON-0626,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_2,Block-20,Village-53,Electricity,Street Lights,Procurement,"Street Lights at Village-53, Block-20, Tamil Nadu_Dist_5",17896666,18348095.2,18244767.75,18244767.75,13983474.51,12746998.55,2022-11-30,2022-10-11,2023-12-06,,72.81,69.87,10,2022-12-16,2023-04-12,AGENCY-128,CONT-0155,27.493148,87.422523,7,3
MPL-WORK-20249326,MP-466,CON-6494,Rajasthan,Rajasthan_Dist_3,Rajasthan_Const_2,Block-15,Village-70,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-70, Block-15, Rajasthan_Dist_3",19908435,18983219.96,18663784.42,18663784.42,18454983.58,17786561.3,2022-06-17,2022-04-05,2023-01-17,2023-04-08,100.0,95.3,5,2022-06-22,2023-05-23,AGENCY-177,CONT-0280,27.619551,78.965101,13,2
MPL-WORK-20249327,MP-300,CON-8310,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_9,Block-18,Village-7,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-7, Block-18, Tamil Nadu_Dist_5",3808752,3911155.35,3896175.38,3896175.38,489288.7,153415.42,2025-03-06,2024-12-29,2025-09-27,,13.07,3.94,9,2025-03-06,2025-03-16,AGENCY-098,CONT-0064,21.579445,76.095944,3,1
MPL-WORK-20249328,MP-588,CON-5138,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_5,Block-20,Village-59,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-59, Block-20, Uttar Pradesh_Dist_5",15133712,16211255.87,16156450.72,16156450.72,4538424.56,1062164.94,2023-05-28,2023-03-31,2024-09-12,,10.82,6.57,4,2023-06-07,2024-01-20,AGENCY-206,CONT-0066,25.038981,75.188493,4,3
MPL-WORK-20249329,MP-196,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_8,Block-6,Village-80,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-80, Block-6, Uttar Pradesh_Dist_1",6688515,7296475.71,7282548.9,7282548.9,1306019.13,1585598.58,2022-07-17,2022-05-03,2023-09-25,,3.83,21.77,3,2022-07-30,2023-02-02,AGENCY-252,CONT-0513,22.932313,74.532918,1,0
MPL-WORK-20249330,MP-100,CON-1951,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_3,Block-8,Village-100,Education,Library Setup,Procurement,"Library Setup at Village-100, Block-8, Maharashtra_Dist_3",3797783,3934762.7,3883659.73,3883659.73,3383523.46,2904647.85,2024-10-29,2024-08-01,2026-02-08,,69.5,74.79,1,2024-11-25,2025-02-26,AGENCY-259,CONT-0522,24.23888,74.30622,9,1
MPL-WORK-20249331,MP-708,CON-3043,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_7,Block-7,Village-99,Health,Hospital Ward,Procurement,"Hospital Ward at Village-99, Block-7, Uttar Pradesh_Dist_5",2759153,2766143.45,2747398.21,2747398.21,441813.79,96788.66,2023-01-19,2022-12-30,2024-05-26,,11.38,3.52,7,2023-02-16,2023-08-22,AGENCY-009,CONT-0991,14.415387,83.194347,1,3
MPL-WORK-20249332,MP-815,CON-1330,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_6,Block-19,Village-67,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-67, Block-19, Andhra Pradesh_Dist_2",5447505,5201377.8,5120896.14,5120896.14,5029875.96,4997434.89,2023-08-24,2023-06-15,2024-07-16,2024-09-27,100.0,97.59,3,2023-09-19,2024-10-16,AGENCY-013,CONT-0828,20.197234,70.215594,12,2
MPL-WORK-20249333,MP-734,CON-5138,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_5,Block-17,Village-44,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-44, Block-17, Uttar Pradesh_Dist_1",22016246,23156158.4,23068386.33,23068386.33,22336793.85,22163959.66,2024-08-18,2024-08-02,2025-02-18,2025-03-04,100.0,96.08,9,2024-09-05,2025-04-10,AGENCY-044,CONT-0176,25.083702,70.779551,11,2
MPL-WORK-20249334,MP-974,CON-2325,Gujarat,Gujarat_Dist_1,Gujarat_Const_7,Block-6,Village-89,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-89, Block-6, Gujarat_Dist_1",2811976,2804946.63,2770460.51,2770460.51,432365.75,366207.61,2023-02-02,2023-01-18,2024-05-24,,1.77,13.22,7,2023-03-03,2023-06-11,AGENCY-250,CONT-0817,19.961328,79.571536,1,3
MPL-WORK-20249335,MP-535,CON-3043,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_7,Block-12,Village-72,Education,Library Setup,Procurement,"Library Setup at Village-72, Block-12, Uttar Pradesh_Dist_4",24069893,26358324.28,25937007.58,25937007.58,3161999.75,4289246.34,2023-07-27,2023-06-21,2024-09-27,,6.48,16.54,6,2023-08-12,2023-11-24,AGENCY-124,CONT-0464,11.651418,85.196483,2,2
MPL-WORK-20249336,MP-186,CON-4927,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_6,Block-1,Village-42,Electricity,Street Lights,Procurement,"Street Lights at Village-42, Block-1, Tamil Nadu_Dist_3",2557381,2781825.96,2732451.99,2732451.99,2757158.5,2719403.14,2023-08-06,2023-06-16,2024-03-27,2024-05-26,100.0,99.52,4,2023-08-27,2024-06-26,AGENCY-199,CONT-0468,23.926451,74.877684,11,2
MPL-WORK-20249337,MP-641,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_9,Block-20,Village-65,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-65, Block-20, Uttar Pradesh_Dist_3",24690614,25862230.13,25558699.15,25558699.15,5052035.04,5306131.57,2024-05-09,2024-04-07,2025-03-30,,13.42,20.76,6,2024-05-10,2024-06-22,AGENCY-051,CONT-0605,24.444276,71.410365,3,3
MPL-WORK-20249338,MP-826,CON-0528,West Bengal,West Bengal_Dist_1,West Bengal_Const_4,Block-13,Village-44,Education,Construction of School Building,Construction,"Construction of School Building at Village-44, Block-13, West Bengal_Dist_1",19691223,19826871.05,19795697.77,19795697.77,20253211.52,19795697.77,2023-02-26,2022-12-24,2023-09-05,,72.69,100.0,8,2023-03-23,2023-05-07,AGENCY-184,CONT-0081,15.869445,79.916923,10,2
MPL-WORK-20249339,MP-147,CON-5636,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_5,Block-2,Village-41,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-41, Block-2, Madhya Pradesh_Dist_4",11260596,12046158.66,12015686.61,12015686.61,12334285.41,11775824.93,2023-07-29,2023-07-10,2024-06-09,2024-07-11,100.0,98.0,2,2023-08-17,2024-07-23,AGENCY-010,CONT-0564,10.919804,81.466672,11,1
MPL-WORK-20249340,MP-772,CON-9862,Gujarat,Gujarat_Dist_2,Gujarat_Const_2,Block-3,Village-40,Education,Library Setup,Procurement,"Library Setup at Village-40, Block-3, Gujarat_Dist_2",14867778,14916583.9,14873735.08,14873735.08,4203141.46,3569570.54,2024-06-14,2024-05-18,2025-04-04,,28.93,24.0,10,2024-07-14,2024-12-28,AGENCY-163,CONT-0989,20.579718,80.117409,5,2
MPL-WORK-20249341,MP-472,CON-0837,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_6,Block-13,Village-52,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-52, Block-13, Madhya Pradesh_Dist_2",4436777,4292438.87,4218350.38,4218350.38,1140267.83,923581.36,2023-01-05,2022-11-07,2024-04-09,,14.19,21.89,1,2023-01-08,2023-03-05,AGENCY-156,CONT-0284,13.944565,76.896356,3,2
MPL-WORK-20249342,MP-173,CON-0626,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_2,Block-5,Village-95,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-95, Block-5, Tamil Nadu_Dist_1",12478958,12459724.31,12384241.36,12384241.36,3663955.17,2180722.77,2023-02-11,2022-11-19,2024-03-07,,12.8,17.61,3,2023-02-26,2023-06-26,AGENCY-032,CONT-0571,24.905584,70.030442,2,0
MPL-WORK-20249343,MP-122,CON-6494,Rajasthan,Rajasthan_Dist_1,Rajasthan_Const_2,Block-3,Village-91,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-91, Block-3, Rajasthan_Dist_1",2647389,2544531.21,2519630.91,2519630.91,2586208.77,2497496.12,2023-05-21,2023-04-10,2024-06-22,2024-08-28,100.0,99.12,2,2023-06-19,2024-08-30,AGENCY-178,CONT-0121,25.586705,77.111111,12,3
MPL-WORK-20249344,MP-123,CON-1002,Maharashtra,Maharashtra_Dist_5,Maharashtra_Const_5,Block-8,Village-43,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-43, Block-8, Maharashtra_Dist_5",19699820,19368432.18,19351099.79,19351099.79,7256439.19,6341466.05,2024-01-20,2023-10-26,2024-09-11,,29.0,32.77,7,2024-02-18,2024-08-16,AGENCY-196,CONT-0048,25.761369,84.575275,3,1
MPL-WORK-20249345,MP-826,CON-4087,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_5,Block-13,Village-9,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-9, Block-13, Andhra Pradesh_Dist_5",9409423,9432523.81,9387809.9,9387809.9,2258441.99,1286115.19,2024-10-07,2024-07-18,2026-01-16,,12.04,13.7,10,2024-10-14,2024-09-26,AGENCY-160,CONT-0662,21.540133,85.116864,1,1
MPL-WORK-20249346,MP-907,CON-5074,Maharashtra,Maharashtra_Dist_2,Maharashtra_Const_7,Block-4,Village-13,Infrastructure,Village Road,Construction,"Village Road at Village-13, Block-4, Maharashtra_Dist_2",12586005,12070767.08,11835036.46,11835036.46,12158225.31,11612536.23,2023-06-23,2023-05-23,2024-04-13,2024-04-25,100.0,98.12,5,2023-06-24,2024-05-09,AGENCY-233,CONT-0206,22.027543,78.31726,13,3
